FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,TOTAL,TOTAL_LABEL,AGG_METHOD,AGG_METHOD_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2017,2021
A,Annual,CZE,Czechia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_INWORK,Employment: In the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,100.0,99.40116637
A,Annual,CZE,Czechia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_OUTWORK,Employment: Out of the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,96.3808663,98.72793362
A,Annual,CZE,Czechia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,98.50290841,99.13853195
A,Annual,CZE,Czechia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE25,25 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,99.91547743,99.58598483
A,Annual,DEU,Germany,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,F,Female,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,95.94574003
A,Annual,DEU,Germany,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,M,Male,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,95.40057717
A,Annual,DEU,Germany,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU1,Education: Primary education or less,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,97.22019473
A,Annual,DEU,Germany,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU2,Education: Secondary education or more,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,95.52753497
A,Annual,DEU,Germany,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_GE_Q3,Income Level: Richest 60%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,95.32348263
A,Annual,DEU,Germany,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_Q1T2,Income Level: Poorest 40%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,96.22180765
A,Annual,DEU,Germany,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_INWORK,Employment: In the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,95.09041117
A,Annual,DEU,Germany,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_OUTWORK,Employment: Out of the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,96.49077768
A,Annual,DEU,Germany,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,95.68022645
A,Annual,DEU,Germany,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE25,25 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,95.47833791
A,Annual,DNK,Denmark,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,F,Female,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,98.38032467
A,Annual,DNK,Denmark,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,M,Male,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,98.6761086
A,Annual,DNK,Denmark,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU1,Education: Primary education or less,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,77.18710365
A,Annual,DNK,Denmark,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU2,Education: Secondary education or more,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,99.14168031
A,Annual,DNK,Denmark,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_GE_Q3,Income Level: Richest 60%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,99.39414601
A,Annual,DNK,Denmark,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_Q1T2,Income Level: Poorest 40%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,97.23179308
A,Annual,DNK,Denmark,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_INWORK,Employment: In the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,98.85341838
A,Annual,DNK,Denmark,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_OUTWORK,Employment: Out of the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,97.77221815
A,Annual,DNK,Denmark,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,98.52963019
A,Annual,DNK,Denmark,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE25,25 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,99.36464138
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,F,Female,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,90.65952747,90.85925283
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,M,Male,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,89.23534837,91.07155887
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,RUR,Rural area,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,89.15233496,88.72908139
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,URB,Urban area,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,90.87122535,91.74176365
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU1,Education: Primary education or less,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,86.51524705,90.69290664
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU2,Education: Secondary education or more,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,93.57565105,91.23770281
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_GE_Q3,Income Level: Richest 60%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,94.25958625,93.38384195
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_Q1T2,Income Level: Poorest 40%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,83.40060378,87.26569292
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_INWORK,Employment: In the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,91.46911047,92.58595219
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_OUTWORK,Employment: Out of the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,85.31721745,86.75977332
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,89.94960577,90.96322874
A,Annual,DOM,Dominican Republic,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE25,25 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,96.39364916,96.66790983
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,F,Female,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,94.52059035,97.26585432
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,M,Male,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,95.65245947,96.13839005
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,RUR,Rural area,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,90.64532107,
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,URB,Urban area,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,95.99915016,
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU1,Education: Primary education or less,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,94.24646393,97.37091911
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU2,Education: Secondary education or more,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,96.21250309,96.37141168
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_GE_Q3,Income Level: Richest 60%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,96.5506479,97.64573828
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_Q1T2,Income Level: Poorest 40%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,92.88623809,95.27925754
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_INWORK,Employment: In the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,96.6200201,99.92087723
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_OUTWORK,Employment: Out of the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,93.71909904,93.92583073
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,95.08714535,96.70001064
A,Annual,DZA,Algeria,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE25,25 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,96.71394318,99.58487172
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,F,Female,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,87.44177172270271,91.40767443454546
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,M,Male,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,90.32545669027029,91.96929482363636
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,RUR,Rural area,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,87.82978296540541,
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,URB,Urban area,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,91.2805609072973,
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU1,Education: Primary education or less,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,88.91546176055557,90.79791114363638
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU2,Education: Secondary education or more,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,91.3162590488889,92.45803614878788
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_GE_Q3,Income Level: Richest 60%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,91.35574512305556,92.6800429657576
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_Q1T2,Income Level: Poorest 40%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,87.78179085305555,90.21849985030302
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_INWORK,Employment: In the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,91.07505865324325,93.17272158606062
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_OUTWORK,Employment: Out of the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,85.49977272810811,89.20362321030304
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,88.82734348621624,91.69788044121212
A,Annual,EAR,Early-demographic dividend,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE25,25 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,93.31731986527775,95.37275736454546
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,F,Female,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,95.79457478625,94.08309932405106
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,M,Male,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,95.06612812875,94.53975640056738
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,RUR,Rural area,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,95.165407033125,
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,URB,Urban area,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,95.863493601875,
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU1,Education: Primary education or less,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,88.80944729187499,87.49042035153845
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU2,Education: Secondary education or more,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,97.548406274375,98.04689626230768
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_GE_Q3,Income Level: Richest 60%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,95.786461366875,95.43803509129896
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_Q1T2,Income Level: Poorest 40%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,94.9389646325,92.58204294355392
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_INWORK,Employment: In the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,97.30026138733332,97.11815623846154
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_OUTWORK,Employment: Out of the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,93.06461983,94.26109731230768
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,95.450600479375,94.294033604473
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE25,25 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,98.2679787275,98.27499250384616
A,Annual,ECS,Europe & Central Asia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,F,Female,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,96.43327188666788
A,Annual,ECS,Europe & Central Asia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,M,Male,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,95.97340629344858
A,Annual,ECS,Europe & Central Asia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU1,Education: Primary education or less,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,93.25840667333334
A,Annual,ECS,Europe & Central Asia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU2,Education: Secondary education or more,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,97.46208221102566
A,Annual,ECS,Europe & Central Asia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_GE_Q3,Income Level: Richest 60%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,96.63365673095464
A,Annual,ECS,Europe & Central Asia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_Q1T2,Income Level: Poorest 40%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,95.57030379224388
A,Annual,ECS,Europe & Central Asia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_INWORK,Employment: In the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,97.00253135717946
A,Annual,ECS,Europe & Central Asia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,LFP_OUTWORK,Employment: Out of the workforce/labor force,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,96.59908390102564
A,Annual,ECS,Europe & Central Asia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,96.20774667881555
A,Annual,ECS,Europe & Central Asia,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE25,25 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,,97.73329087641024
A,Annual,ECU,Ecuador,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,F,Female,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,99.37840312,97.37560756
A,Annual,ECU,Ecuador,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,M,Male,Y_GE15,15 years old and over,_T,Total,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,99.59507949,97.64056448
A,Annual,ECU,Ecuador,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,RUR,Rural area,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,99.35580274,
A,Annual,ECU,Ecuador,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,URB,Urban area,PT,Percentage,_T,Total,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,99.61716018,
A,Annual,ECU,Ecuador,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU1,Education: Primary education or less,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,98.93556946,98.06335283
A,Annual,ECU,Ecuador,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,ID4D_EDU2,Education: Secondary education or more,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,99.67917104,97.1125001
A,Annual,ECU,Ecuador,WB_ID4D_ID_OWN_TOTL_ZS,ID ownership,_T,Total,Y_GE15,15 years old and over,_T,Total,PT,Percentage,INCOME_GE_Q3,Income Level: Richest 60%,MEAN,Mean,WB_ID4D,ID4D Global Dataset,0,Units,A,Normal value,PU,Public,99.46585536,96.40528366
